Job_ID,Role,Company,Location,Experience_Level,Employment_Type,Salary_USD,Skills,Remote_Status,Posted_Date,Job_Description
106,BI Analyst,LinkedIn,"Mumbai, IN",Entry,Full-time,5955,"PyTorch, PowerBI, Computer Vision, Python",Onsite,5/11/2025,"We are looking for a BI Analyst with strong experience in Python, Computer Vision, PyTorch. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
107,Computer Vision Engineer,TCS,"Singapore, SG",Expert,Part-time,227265,"Spark, Hadoop, Pandas",Hybrid,5/25/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Pandas, Hadoop, Spark."
108,ML Engineer,Salesforce,"Mumbai, IN",Entry,Internship,4831,"NLP, AWS, TensorFlow",Onsite,5/15/2025,"The ML Engineer will drive innovation and support our data-driven strategies. Required skills include: NLP, AWS, TensorFlow."
109,Computer Vision Engineer,Apple,"California, US",Senior,Contract,150449,"PyTorch, SQL, Docker, R",Hybrid,6/21/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: R, PyTorch, SQL."
110,Data Analyst,Microsoft,Remote,Mid,Full-time,114153,"Azure, R, GCP, PowerBI, NLP, Computer Vision",Onsite,7/22/2025,"As a Data Analyst, you will be responsible for building scalable solutions using GCP, R, Computer Vision. We value creativity and a willingness to learn."
111,Computer Vision Engineer,Infosys,"New York, US",Senior,Internship,178630,"Scikit-learn, Kubernetes, Excel, NLP, Azure",Onsite,7/18/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using Excel, NLP, Scikit-learn. We value creativity and a willingness to learn."
112,BI Analyst,Amazon,"Bengaluru, IN",Mid,Contract,7524,"Docker, Computer Vision, Scikit-learn, Pandas, NLP",Onsite,6/1/2025,"Join our team as a BI Analyst, where you'll use your skills in Computer Vision, NLP, Docker to solve real-world problems. Experience in Computer Vision, NLP, Docker is a plus."
113,ML Engineer,Zoho,"Singapore, SG",Expert,Contract,233242,"Spark, Scikit-learn, Python, PyTorch, Docker",Hybrid,7/24/2025,"The ML Engineer will drive innovation and support our data-driven strategies. Required skills include: Python, Spark, PyTorch."
114,AI Research Scientist,Amazon,"London, UK",Senior,Contract,159655,"NLP, Pandas, Docker, SQL, PyTorch, Azure",Onsite,6/12/2025,"We are looking for a AI Research Scientist with strong experience in Azure, Pandas, NLP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
115,BI Analyst,Flipkart,"Sydney, AU",Senior,Part-time,132192,"Hadoop, TensorFlow, Azure, Pandas, Docker, Excel",Remote,5/11/2025,"Seeking a passionate BI Analyst with hands-on experience in Excel, Docker, Hadoop. Excellent opportunity to grow in a dynamic environment."
116,NLP Engineer,Uber,"London, UK",Entry,Part-time,54812,"Tableau, NLP, SQL",Remote,5/19/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using Tableau, NLP, SQL. We value creativity and a willingness to learn."
117,NLP Engineer,Wipro,"Texas, US",Mid,Contract,77953,"Kubernetes, Python, NLP, Hadoop",Hybrid,5/30/2025,"Join our team as a NLP Engineer, where you'll use your skills in NLP, Kubernetes, Python to solve real-world problems. Experience in NLP, Kubernetes, Python is a plus."
118,AI Research Scientist,LinkedIn,"New York, US",Entry,Contract,63492,"Computer Vision, Excel, SQL, PyTorch, Tableau, Kubernetes",Onsite,7/19/2025,"As a AI Research Scientist, you will be responsible for building scalable solutions using Excel, Kubernetes, PyTorch. We value creativity and a willingness to learn."
119,ML Ops Engineer,SAP,"Sydney, AU",Senior,Part-time,131925,"Spark, R, TensorFlow, Pandas, PyTorch, Kubernetes",Hybrid,7/7/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using R, PyTorch, Spark. We value creativity and a willingness to learn."
120,AI Research Scientist,Flipkart,"Tokyo, JP",Mid,Contract,88615,"GCP, Hadoop, Azure, PyTorch, PowerBI",Hybrid,5/11/2025,"Join our team as a AI Research Scientist, where you'll use your skills in GCP, PowerBI, Azure to solve real-world problems. Experience in GCP, PowerBI, Azure is a plus."
121,Data Scientist,Adobe,"Sydney, AU",Mid,Part-time,110925,"Excel, R, Python, SQL, Pandas",Remote,5/7/2025,"Join our team as a Data Scientist, where you'll use your skills in Python, SQL, R to solve real-world problems. Experience in Python, SQL, R is a plus."
122,NLP Engineer,OpenAI,Remote,Expert,Full-time,239763,"Kubernetes, AWS, Deep Learning, PowerBI, Docker",Onsite,7/19/2025,"Join our team as a NLP Engineer, where you'll use your skills in AWS, Kubernetes, PowerBI to solve real-world problems. Experience in AWS, Kubernetes, PowerBI is a plus."
123,ML Engineer,Netflix,"Mumbai, IN",Expert,Internship,19883,"Tableau, NLP, Deep Learning, PyTorch, Excel",Onsite,5/24/2025,"Seeking a passionate ML Engineer with hands-on experience in Tableau, Excel, PyTorch. Excellent opportunity to grow in a dynamic environment."
124,Data Scientist,Flipkart,"London, UK",Expert,Full-time,192689,"PowerBI, Deep Learning, Computer Vision",Onsite,6/27/2025,"As a Data Scientist, you will be responsible for building scalable solutions using PowerBI, Computer Vision, Deep Learning. We value creativity and a willingness to learn."
125,AI Research Scientist,Flipkart,"Singapore, SG",Senior,Part-time,150593,"Kubernetes, Python, SQL, Deep Learning, Docker",Remote,6/28/2025,"Seeking a passionate AI Research Scientist with hands-on experience in SQL, Python, Kubernetes. Excellent opportunity to grow in a dynamic environment."
126,Data Analyst,Hugging Face,"Toronto, CA",Entry,Full-time,56216,"Hadoop, Python, TensorFlow, Computer Vision, PyTorch",Onsite,6/25/2025,"Seeking a passionate Data Analyst with hands-on experience in Python, PyTorch, Hadoop. Excellent opportunity to grow in a dynamic environment."
127,Computer Vision Engineer,Salesforce,"Toronto, CA",Entry,Internship,58686,"SQL, Deep Learning, Spark, Docker, Azure",Remote,5/10/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using Deep Learning, Spark, Docker. We value creativity and a willingness to learn."
128,Data Scientist,Apple,"New York, US",Expert,Contract,198909,"Pandas, Spark, Deep Learning, Excel",Onsite,7/23/2025,"We are looking for a Data Scientist with strong experience in Pandas, Spark, Excel. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
129,ML Engineer,Microsoft,"Texas, US",Senior,Internship,159731,"Tableau, Pandas, Scikit-learn, Deep Learning",Hybrid,5/11/2025,"Join our team as a ML Engineer, where you'll use your skills in Tableau, Pandas, Deep Learning to solve real-world problems. Experience in Tableau, Pandas, Deep Learning is a plus."
130,NLP Engineer,Hugging Face,"Toronto, CA",Expert,Contract,223416,"Computer Vision, Excel, PowerBI",Onsite,5/1/2025,"Join our team as a NLP Engineer, where you'll use your skills in Computer Vision, Excel, PowerBI to solve real-world problems. Experience in Computer Vision, Excel, PowerBI is a plus."
131,ML Engineer,LinkedIn,"Mumbai, IN",Senior,Part-time,15148,"PyTorch, AWS, R, TensorFlow, GCP, Python",Hybrid,6/2/2025,"The ML Engineer will drive innovation and support our data-driven strategies. Required skills include: AWS, TensorFlow, Python."
132,Computer Vision Engineer,IBM,"Texas, US",Expert,Part-time,188163,"Spark, GCP, Hadoop, Tableau",Onsite,5/5/2025,"We are looking for a Computer Vision Engineer with strong experience in GCP, Spark, Hadoop. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
133,ML Ops Engineer,Adobe,"Bengaluru, IN",Senior,Part-time,14243,"Azure, Kubernetes, GCP, AWS, Pandas",Onsite,5/18/2025,"We are looking for a ML Ops Engineer with strong experience in AWS, Kubernetes, Azure. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
134,NLP Engineer,TCS,"Berlin, DE",Senior,Part-time,140777,"Hadoop, Azure, PowerBI, TensorFlow, Deep Learning",Hybrid,6/8/2025,"As a NLP Engineer, you will be responsible for building scalable solutions using TensorFlow, Deep Learning, PowerBI. We value creativity and a willingness to learn."
135,Computer Vision Engineer,Apple,"Berlin, DE",Entry,Contract,42589,"GCP, Pandas, Hadoop, Azure, Spark, SQL",Hybrid,7/15/2025,"The Computer Vision Engineer will drive innovation and support our data-driven strategies. Required skills include: Spark, SQL, Azure."
136,Data Analyst,TCS,"California, US",Mid,Part-time,97086,"PyTorch, Python, Hadoop",Remote,7/8/2025,"Seeking a passionate Data Analyst with hands-on experience in Python, Hadoop, PyTorch. Excellent opportunity to grow in a dynamic environment."
137,BI Analyst,Uber,"Mumbai, IN",Mid,Contract,11232,"Hadoop, R, Scikit-learn, Computer Vision",Onsite,7/6/2025,"As a BI Analyst, you will be responsible for building scalable solutions using Computer Vision, Hadoop, R. We value creativity and a willingness to learn."
138,ML Engineer,Salesforce,Remote,Expert,Part-time,203401,"PowerBI, Excel, TensorFlow",Hybrid,6/16/2025,"Join our team as a ML Engineer, where you'll use your skills in PowerBI, TensorFlow, Excel to solve real-world problems. Experience in PowerBI, TensorFlow, Excel is a plus."
139,NLP Engineer,SAP,"Sydney, AU",Expert,Part-time,194764,"Scikit-learn, Docker, Azure, Pandas, Python",Hybrid,6/15/2025,"Seeking a passionate NLP Engineer with hands-on experience in Azure, Python, Scikit-learn. Excellent opportunity to grow in a dynamic environment."
140,NLP Engineer,Hugging Face,"Sydney, AU",Mid,Part-time,111859,"Spark, Tableau, SQL, Deep Learning, TensorFlow, Hadoop",Hybrid,7/11/2025,"Seeking a passionate NLP Engineer with hands-on experience in Deep Learning, Hadoop, TensorFlow. Excellent opportunity to grow in a dynamic environment."
141,ML Ops Engineer,Flipkart,"London, UK",Entry,Contract,47717,"PowerBI, Excel, Python, Azure, NLP",Onsite,5/1/2025,"As a ML Ops Engineer, you will be responsible for building scalable solutions using Python, PowerBI, Excel. We value creativity and a willingness to learn."
142,Data Analyst,Microsoft,"Sydney, AU",Entry,Internship,45233,"TensorFlow, PowerBI, NLP, AWS, Spark",Onsite,7/11/2025,"The Data Analyst will drive innovation and support our data-driven strategies. Required skills include: PowerBI, TensorFlow, AWS."
143,ML Ops Engineer,Apple,"Mumbai, IN",Senior,Internship,16963,"AWS, SQL, Spark, Docker",Hybrid,5/22/2025,"The ML Ops Engineer will drive innovation and support our data-driven strategies. Required skills include: SQL, Docker, AWS."
144,Computer Vision Engineer,Amazon,"Singapore, SG",Entry,Full-time,69585,"Scikit-learn, Tableau, Spark, Docker",Hybrid,7/14/2025,"As a Computer Vision Engineer, you will be responsible for building scalable solutions using Docker, Scikit-learn, Spark. We value creativity and a willingness to learn."
145,Data Analyst,Hugging Face,"Mumbai, IN",Entry,Internship,5485,"Excel, R, Hadoop, Docker, PowerBI, NLP",Remote,7/26/2025,"We are looking for a Data Analyst with strong experience in R, Docker, Hadoop. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
146,BI Analyst,Infosys,"California, US",Mid,Full-time,92579,"SQL, Kubernetes, R",Remote,6/22/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: Kubernetes, R, SQL."
147,BI Analyst,Netflix,Remote,Mid,Internship,104572,"SQL, Hadoop, PyTorch, NLP, TensorFlow, Pandas",Onsite,5/21/2025,"As a BI Analyst, you will be responsible for building scalable solutions using Hadoop, NLP, Pandas. We value creativity and a willingness to learn."
148,BI Analyst,Adobe,"Texas, US",Mid,Full-time,100343,"Hadoop, Deep Learning, AWS, Pandas, Docker, Scikit-learn",Remote,7/9/2025,"The BI Analyst will drive innovation and support our data-driven strategies. Required skills include: Hadoop, Deep Learning, Docker."
149,NLP Engineer,OpenAI,"Tokyo, JP",Entry,Full-time,53737,"GCP, SQL, TensorFlow, R",Hybrid,6/1/2025,"We are looking for a NLP Engineer with strong experience in TensorFlow, SQL, GCP. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
150,ML Engineer,TCS,"Tokyo, JP",Entry,Internship,47678,"Spark, PowerBI, AWS, Tableau",Onsite,5/16/2025,"As a ML Engineer, you will be responsible for building scalable solutions using Tableau, PowerBI, AWS. We value creativity and a willingness to learn."
151,Computer Vision Engineer,TCS,"Berlin, DE",Mid,Part-time,88032,"Computer Vision, Hadoop, Kubernetes, R",Onsite,6/14/2025,"We are looking for a Computer Vision Engineer with strong experience in Kubernetes, Hadoop, R. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
152,BI Analyst,Adobe,"Toronto, CA",Expert,Internship,250507,"AWS, Pandas, PowerBI, PyTorch, Docker, Kubernetes",Remote,7/21/2025,"We are looking for a BI Analyst with strong experience in PyTorch, AWS, PowerBI. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
153,BI Analyst,IBM,"Delhi, IN",Mid,Internship,8332,"NLP, SQL, Hadoop, GCP, R, PyTorch",Remote,6/10/2025,"As a BI Analyst, you will be responsible for building scalable solutions using SQL, Hadoop, PyTorch. We value creativity and a willingness to learn."
154,ML Engineer,Amazon,"London, UK",Mid,Internship,91821,"GCP, TensorFlow, Kubernetes, AWS",Remote,4/30/2025,"We are looking for a ML Engineer with strong experience in GCP, AWS, TensorFlow. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
155,Data Analyst,Salesforce,"London, UK",Senior,Contract,162514,"Azure, NLP, Spark, Kubernetes, Docker",Onsite,7/16/2025,"We are looking for a Data Analyst with strong experience in Azure, NLP, Spark. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
156,ML Ops Engineer,Flipkart,"London, UK",Senior,Contract,176628,"Python, Azure, Hadoop, Computer Vision",Onsite,6/21/2025,"Seeking a passionate ML Ops Engineer with hands-on experience in Hadoop, Python, Azure. Excellent opportunity to grow in a dynamic environment."
157,AI Research Scientist,OpenAI,"Toronto, CA",Mid,Internship,86104,"Azure, Kubernetes, Excel, Docker, Scikit-learn",Hybrid,6/13/2025,"The AI Research Scientist will drive innovation and support our data-driven strategies. Required skills include: Excel, Docker, Kubernetes."
158,AI Research Scientist,Apple,"Tokyo, JP",Expert,Part-time,184433,"R, Python, Computer Vision",Hybrid,7/11/2025,"Seeking a passionate AI Research Scientist with hands-on experience in Python, Computer Vision, R. Excellent opportunity to grow in a dynamic environment."
159,Data Analyst,Amazon,"Tokyo, JP",Mid,Full-time,99885,"Kubernetes, Python, Excel, Computer Vision, Hadoop, Pandas",Remote,5/22/2025,"We are looking for a Data Analyst with strong experience in Hadoop, Pandas, Kubernetes. The candidate should be able to work on cutting-edge projects and collaborate with cross-functional teams."
160,NLP Engineer,NVIDIA,"Berlin, DE",Entry,Internship,43506,"GCP, Spark, Azure, NLP",Remote,6/24/2025,"The NLP Engineer will drive innovation and support our data-driven strategies. Required skills include: NLP, Spark, GCP."
161,BI Analyst,Amazon,"Toronto, CA",Expert,Internship,219318,"R, SQL, Deep Learning",Hybrid,6/10/2025,"Seeking a passionate BI Analyst with hands-on experience in Deep Learning, R, SQL. Excellent opportunity to grow in a dynamic environment."
